Orig_Inv_Ttl_Prod_Value,DateTransactionJulian,DateInvoiceJulian,Total_Credit,Orig_Inv_Total_Due,Reference1,NameAlpha,State,City,ZipCodePostal,Country,City99,Return_By_State,Return_By_Zip,Return_Country,Error_Desc
1196.9,2017-02-04,2017-02-02,1077.21,1196.9,11946,INDEPENDENT PHARMACY COOPERATIVE-WI,WI,SUN PRAIRIE,53590,USA,HAMPTON BAYS,NY,11946,RI0,
0.0,2017-02-04,2017-02-01,0.0,0.0,12072016LP,ROCHESTER DRUG CO-OPERATIVE INC,NY,ROCHESTER,14624,USA,KINGSLEY,PA,18826,BL4,
0.0,2017-02-04,2017-02-02,0.0,0.0,12317A,HENRY SCHEIN ANIMAL HEALTH,TX,FORT WORTH,76155,USA,FORT WORTH,TX,76155,RB0,
1020.0,2017-02-04,2017-02-03,918.0,1020.0,20108,PRESCRIPTION SUPPLY INC,OH,NORTHWOOD,43619,USA,NORTHWOOD,OH,43619,PP0,
245.34,2017-02-04,2017-02-03,220.806,245.34,217736,AMERISOURCEBERGEN DRUG CORPORATION,TX,ROANOKE,76262,USA,WACO,TX,76705,AL9,
535.5,2017-02-04,2017-02-03,481.95,535.5,422012017,DMS PHARMACEUTICAL GROUP,IL,PARK RIDGE,60068,USA,PARK RIDGE,IL,60068,RD0,
74.75,2017-02-04,2017-02-03,67.275,74.75,422871,MCKESSON CORPORATION,OK,OKLAHOMA CITY,73179,USA,WEATHERFORD,OK,73096,BT3,
87.9,2017-02-04,2017-01-31,79.11,87.9,4511-00022795,CARDINAL HEALTH,CO,DENVER,80238,USA,DENVER,CO,80238,RW0,
3695.04,2017-02-04,2017-02-02,3325.536,3695.04,4511-0055421,CARDINAL HEALTH,FL,LAKELAND,33805,USA,LAKELAND,FL,33805,RC0,
329.22,2017-02-04,2017-02-03,296.298,329.22,612214,MCKESSON CORPORATION,OK,OKLAHOMA CITY,73179,USA,HARRISON,AR,72601,FS2,
10314.72,2017-02-04,2017-02-02,9283.248,10314.72,AB-1075073,ANDA,FL,WESTON,33331,USA,OLIVE BRANCH,MS,38654,RA0,
3490.48,2017-02-04,2017-02-02,3141.432,3490.48,AB-1075142,ANDA,FL,WESTON,33331,USA,OLIVE BRANCH,MS,38654,RA0,
3045.9,2017-02-04,2017-02-02,2741.31,3045.9,AB-1075185,ANDA,FL,WESTON,33331,USA,OLIVE BRANCH,MS,38654,RA0,
4223.48,2017-02-04,2017-02-03,3801.132,4223.48,AB-1075493,ANDA,FL,WESTON,33331,USA,WESTON,FL,33331,RA0,
33.0,2017-02-04,2017-02-02,29.7,33.0,AMN12132016CAR,AMERISOURCEBERGEN DRUG CORP,MA,MANSFIELD,02048,USA,SOUTHWEST HARBOR,ME,04679,BC5,
109.0,2017-02-04,2017-02-02,98.1,109.0,AMNTIM12142016,CARDINAL HEALTH,MA,PEABODY,01960,USA,MILBRIDGE,ME,04658,FT5,
34.0,2017-02-04,2017-02-03,30.6,34.0,AO2340AU,KINRAY LLC,NY,WHITESTONE,11357,USA,BROOKLYN,NY,11236,BA9,
8430.45,2017-02-04,2017-02-02,7587.405,8430.45,ARIPS11117B,CIGNA HOME DELIVERY PHARMACY,SD,SIOUX FALLS,57104,USA,SIOUX FALLS,SD,57104,BT3,
31.57,2017-02-04,2017-01-30,28.413,31.57,ARKPP10674510C,CARDINAL HEALTH,OH,GROVEPORT,43125,USA,NEW YORK,NY,10031,FB6,
431.68,2017-02-04,2017-01-30,388.512,431.68,ARKPP912164510C,CARDINAL HEALTH,OH,GROVEPORT,43125,USA,NEWARK,NJ,07102,FQ4,
3587.62,2017-02-04,2017-01-30,3228.858,3587.62,BIM17016068,MCKESSON CORPORATION,IL,DANVILLE,61834,USA,EUGENE,OR,97404,BU1,
19.0,2017-02-04,2017-02-02,17.1,19.0,BUT0117,CARDINAL HEALTH,WV,WHEELING,26003,USA,BUTLER,PA,16001,AT2,
895.64,2017-02-04,2017-02-02,806.076,915.59,CAH011711490,CARDINAL HEALTH,OH,DUBLIN,43017,USA,DUBLIN,OH,43017,RW0,
193.73,2017-02-04,2017-02-02,174.357,197.53,CAH011711491,CARDINAL HEALTH,OH,DUBLIN,43017,USA,DUBLIN,OH,43017,RW0,
14679.79,2017-02-04,2017-02-02,13211.811000000002,14870.74,CAH011711492,CARDINAL HEALTH,OH,DUBLIN,43017,USA,DUBLIN,OH,43017,RW0,
2.85,2017-02-04,2017-02-03,2.565,2.85,CRXG01182017-D002,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,NORCROSS,GA,30093,FA2,
346.0,2017-02-04,2017-02-02,311.4,346.0,DC010617D,MCKESSON CORPORATION,AL,MCCALLA,35111,USA,DECATUR,AL,35603,AA5,
9.0,2017-02-04,2017-02-03,8.1,9.0,DC072216C,ANDA,FL,WESTON,33331,USA,HOUSTON,TX,77074,FK4,
28.0,2017-02-04,2017-02-03,25.2,28.0,DC090816D,KINRAY LLC,NY,WHITESTONE,11357,USA,BROOKLYN,NY,11217,FV2,
128.0,2017-02-04,2017-02-03,115.2,128.0,DC091516A,ANDA,FL,WESTON,33331,USA,HOUSTON,TX,77026,FQ5,
39.0,2017-02-04,2017-02-03,35.1,39.0,DC091916A,SMITH DRUG COMPANY,SC,SPARTANBURG,29301,USA,WILLIAMSBURG,KY,40769,BW6,
81.0,2017-02-04,2017-02-03,72.9,81.0,DC092216A,SMITH DRUG COMPANY,GA,VALDOSTA,31601,USA,BIRMINGHAM,AL,35216,BV1,
356.0,2017-02-04,2017-02-03,320.4,356.0,DC102416C,SMITH DRUG COMPANY,GA,VALDOSTA,31601,USA,NEW PORT RICHEY,FL,34655,FA0,
15.0,2017-02-04,2017-02-03,13.5,15.0,DC102516C,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,SOUTH HILL,VA,23970,BT1,
129.0,2017-02-04,2017-02-03,116.1,129.0,DC102516E,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,BIG STONE GAP,VA,24219,BF0,
55.65,2017-02-04,2017-02-03,50.085,55.65,DC102616D,AMERISOURCEBERGEN DRUG,MO,KANSAS CITY,64153,USA,COLUMBIA,MO,65203,FK0,
45.0,2017-02-04,2017-02-03,40.5,45.0,DC103116B,MCKESSON CORPORATION,MO,O''FALLON,63366,USA,SPRINGFIELD,MO,65802,FI1,
16.0,2017-02-04,2017-02-03,14.4,16.0,DC110116A,KINRAY LLC,NY,WHITESTONE,11357,USA,STATEN ISLAND,NY,10314,FL3,
2031.0,2017-02-04,2017-02-02,1827.9,2031.0,DD2537AU,AMERISOURCEBERGEN DRUG CORP.,PA,BETHLEHEM,18017,USA,BRONX,NY,10456,BD7,
16.04,2017-02-04,2017-02-03,14.436,16.04,EH1092006811,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,BURLINGTON,NC,27215,FT4,
25.32,2017-02-04,2017-02-03,22.788,25.32,EH1101206811,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,CHINA GROVE,NC,28023,BC2,
21.75,2017-02-04,2017-02-03,19.575,21.75,EH1110906811,MORRIS & DICKSON CO,LA,SHREVEPORT,71115,USA,MOULTRIE,GA,31768,BC9,
622.23,2017-02-04,2017-01-31,560.0070000000001,622.23,EMES31768A4510,AMERISOURCEBERGEN DRUG CORP.,PA,BETHLEHEM,18017,USA,BETHLEHEM,PA,18017,RA0,
36760.58,2017-02-04,2017-01-31,33084.522000000004,36760.58,EXPAR011734121,AMERISOURCEBERGEN DRUG,MN,EDEN PRAIRIE,55344,USA,EDEN PRAIRIE,MN,55344,RE0,
3789.49,2017-02-04,2017-02-02,3410.541,3789.49,EXPCB-011712050,CARDINAL HEALTH,OH,COLUMBUS,43218-2516,USA,COLUMBUS,OH,43218-2516,RW0,
1732.21,2017-02-04,2017-02-02,1558.989,1732.21,EXPHH-011711454,HD SMITH LLC,IL,SPRINGFIELD,62703,USA,SPRINGFIELD,IL,62703,RH0,
6.95,2017-02-04,2017-01-30,6.255,6.95,EXPNCH0117039785,AMERISOURCEBERGEN DRUG CORPORATION,TX,ROANOKE,76262,USA,HOT SPRINGS,AR,71901,AL3,
19.76,2017-02-04,2017-01-30,17.784000000000002,19.76,EXPNCH0117039904,CARDINAL HEALTH,WI,HUDSON,54016,USA,GRAND FORKS,ND,58201,BA5,
144.52,2017-02-04,2017-01-30,130.068,144.52,EXPNCH0117040030,CARDINAL HEALTH,CA,ELK GROVE,95758,USA,SAN FRANCISCO,CA,94143,BU7,
135.66,2017-02-04,2017-01-30,122.094,135.66,EXPNCH0117040815,MCKESSON CORPORATION,GA,DULUTH,30096,USA,DANBURY,NC,27016,FP3,
16.4,2017-02-04,2017-01-30,14.759999999999998,16.4,EXPNCH0117040816,MCKESSON CORPORATION,GA,DULUTH,30096,USA,ATLANTA,GA,30308,BF3,
3.22,2017-02-04,2017-01-30,2.898,3.22,EXPNCH0117040817,MCKESSON CORPORATION,GA,DULUTH,30096,USA,BURLINGTON,NC,27215,BA9,
117.6,2017-02-04,2017-01-30,105.84,117.6,EXPNCH0117041663,MORRIS & DICKSON CO,LA,SHREVEPORT,71115,USA,DALLAS,TX,75235,AP2,
651.57,2017-02-04,2017-01-31,586.413,651.57,EXPRH-0117021886,MORRIS DICKSON CO,LA,SHREVEPORT,71115-1367,USA,SHREVEPORT,LA,71115-1367,RM0,
4743.06,2017-02-04,2017-02-02,4268.754000000001,4743.06,EXPRR-01179958,MORRIS DICKSON CO,LA,SHREVEPORT,71115-1367,USA,SHREVEPORT,LA,71115-1367,RM0,
298.61,2018-05-10,2018-05-09,268.749,298.61,MRR100185160121,MCKESSON CORPORATION,TX,Conroe,77303,USA,Conroe,TX,77303,RM0,
22.02,2016-12-31,2016-12-29,19.818,22.02,10473ARK4510C,H. D. SMITH,NJ,KEARNY,07032,USA,BRONX,NY,10473,RH0,
0.0,2017-01-07,2017-01-03,0.0,0.0,010106682,AMERISOURCEBERGEN DRUG CORP,OH,LOCKBOURNE,43137,USA,LOCKBOURNE,OH,43137,RA0,
45.0,2017-01-07,2017-01-03,40.5,45.0,022185ARK4510,AMERISOURCEBERGEN DRUG CORP.,PA,BETHLEHEM,18017,USA,BROOKLYN,NY,11212,BE4,
0.0,2017-01-07,2017-01-05,0.0,0.0,11164454814,CARDINAL HEALTH,IL,AURORA,60502,USA,INDIANAPOLIS,IN,46219,FW2,
0.0,2017-01-07,2017-01-05,0.0,0.0,11168213255,AMERISOURCEBERGEN DRUG CORP,OH,LOCKBOURNE,43137,USA,OWENTON,KY,40359,FC4,
52.32,2017-01-07,2017-01-03,47.088,52.32,114648,MCKESSON CORPORATION,OK,OKLAHOMA CITY,73179,USA,DURANT,OK,74701,AM5,
2355.94,2017-01-07,2017-01-05,2120.346,2355.94,1418-120116C,MORRIS & DICKSON CO,LA,SHREVEPORT,71115,USA,SHREVEPORT,LA,71115,RM0,
261.0,2017-01-07,2017-01-03,234.9,261.0,144975,ROCHESTER DRUG CO-OPERATIVE INC,NY,ROCHESTER,14624,USA,ROCHESTER,NY,14624,PR0,
43.61,2017-01-07,2017-01-04,39.249,43.61,1640707,MWI VETERINARY SUPPLY CO,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,RM0,
319.6,2017-01-07,2017-01-05,287.64000000000004,319.6,217354,AMERISOURCEBERGEN DRUG CORP,TX,SUGAR LAND,77478,USA,SAN AUGUSTINE,TX,75972,BS2,
0.0,2017-01-07,2017-01-03,0.0,0.0,262620,DISCOUNT DRUG MART,OH,MEDINA,44256,USA,MEDINA,OH,44256,PD0,
72.86,2017-01-07,2017-01-03,65.574,72.86,3T111016C1267,SMITH DRUG COMPANY,SC,SPARTANBURG,29301,USA,DAMASCUS,VA,24236,BL3,
103.5,2017-01-07,2017-01-03,93.15,103.5,422497,AMERISOURCEBERGEN DRUG CORPORATION,TX,ROANOKE,76262,USA,FORT SMITH,AR,72908,FT2,
524.0,2017-01-07,2017-01-03,471.6,524.0,4799531110AMNEAL,CARDINAL HEALTH,FL,LAKELAND,33805,USA,ORANGE PARK,FL,32073,BP7,
14.88,2017-01-07,2017-01-03,13.392,14.88,611639,CARDINAL HEALTH,MO,KANSAS CITY,64120,USA,WILLARD,MO,65781,BP9,
167.4,2017-01-07,2017-01-03,150.66,167.4,611700,AMERISOURCEBERGEN DRUG,MO,KANSAS CITY,64153,USA,BOONVILLE,MO,65233,AM3,
26.04,2017-01-07,2017-01-05,23.436,26.04,611828-CII,SMITH DRUG COMPANY,SC,SPARTANBURG,29301,USA,DEQUEEN,AR,71832,AN3,
165.54,2017-01-07,2017-01-03,148.986,165.54,611876,AMERISOURCEBERGEN DRUG CORP,KY,PADUCAH,42001,USA,JONESBORO,AR,72401,BS5,
9171.84,2017-01-07,2017-01-03,8254.656,9171.84,818171,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,DURHAM,NC,27703,PN0,
67.0,2017-01-07,2017-01-03,60.3,67.0,AMN11102016SEA340,AMERISOURCEBERGEN DRUG CORP,MA,MANSFIELD,02048,USA,BELFAST,ME,04915,FP4,
257.5,2017-01-07,2017-01-04,231.75,257.5,AMN122016,PD-RX PHARMACEUTICALS INC,OK,OKLAHOMA CITY,73127,USA,OKLAHOMA CITY,OK,73127,RP0,
278.34,2017-01-07,2017-01-04,250.506,278.34,ARKPP111644510,CARDINAL HEALTH,OH,GROVEPORT,43125,USA,BROOKLYN,NY,11229,FO3,
1102.56,2017-01-07,2017-01-03,992.304,1102.56,ARKPP111664510,CARDINAL HEALTH,OH,GROVEPORT,43125,USA,UNION CITY,NJ,07087,BF6,
51.8,2017-01-07,2017-01-04,46.62,51.8,BAI110716AJO004,PD-RX PHARMACEUTICALS INC,OK,OKLAHOMA CITY,73127,USA,HOUSTON,TX,77036,FB2,
9.0,2017-01-07,2017-01-03,8.1,9.0,CP2152AU,KINRAY LLC,NY,WHITESTONE,11357,USA,BROOKLYN,NY,11238,FC2,
586.0,2017-01-07,2017-01-03,527.4,586.0,DD2532AU,AMERISOURCEBERGEN DRUG CORP.,PA,BETHLEHEM,18017,USA,BRONX,NY,10456,BD7,
1527.35,2017-01-07,2017-01-03,1374.615,1527.35,EMES31435A4510,AMERISOURCEBERGEN DRUG CORP.,PA,BETHLEHEM,18017,USA,BETHLEHEM,PA,18017,RA0,
224.74,2017-01-07,2017-01-04,202.266,224.74,ESI100144960163,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,TEMPE,AZ,85284,BE8,
10190.97,2017-01-07,2017-01-04,9171.873,10190.97,EXPMG-121624947,MCKESSON CORPORATION,IL,DANVILLE,61834,USA,DANVILLE,IL,61834,RM0,
15518.94,2017-01-07,2017-01-04,13967.046,15518.94,EXPMH-1216087157,MCKESSON CORPORATION,IL,DANVILLE,61834,USA,DANVILLE,IL,61834,RM0,
37.45,2017-01-07,2016-12-23,33.705000000000005,37.45,EXPNCB1216005289,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,GREENSBORO,NC,27406,RA0,
109.04,2017-01-07,2016-12-23,98.136,109.04,EXPNCB1216005565,MCKESSON CORPORATION,GA,DULUTH,30096,USA,MURPHY,NC,28906,AM8,
24.76,2017-01-07,2016-12-06,22.284,24.76,EXPNCH0916024404,AMERISOURCEBERGEN DRUG CORPORATION,FL,ORLANDO,32829,USA,JACKSONVILLE,FL,32216,FW0,
43.09,2017-01-07,2016-12-06,38.781000000000006,43.09,EXPNCH0916024788,CARDINAL HEALTH,UT,SOUTH SALT LAKE CITY,84119,USA,MERIDIAN,ID,83642,RW0,
399.29,2017-01-07,2016-12-06,359.361,399.29,EXPNCH0916025056,MCKESSON CORPORATION,CT,ROCKY HILL,06067,USA,WATERBURY,CT,06706,AS2,
1.85,2017-01-07,2017-01-05,1.665,1.85,EXPNCH1216031438,AMERISOURCEBERGEN DRUG CORP,NC,MORRISVILLE,27560,USA,DURHAM,NC,27704,AM3,
51.74,2017-01-07,2017-01-05,46.566,51.74,EXPNCH1216031751,AMERISOURCEBERGEN DRUG CORP,WA,KENT,98032,USA,BREMERTON,WA,98310,AH0,
41.57,2017-01-07,2017-01-05,37.413,41.57,EXPNCH1216032422,CARDINAL HEALTH,CA,ELK GROVE,95758,USA,SAN FRANCISCO,CA,94143,BT7,
144.52,2017-01-07,2017-01-05,130.068,144.52,EXPNCH1216032423,CARDINAL HEALTH,CA,ELK GROVE,95758,USA,SAN FRANCISCO,CA,94143,BU7,
49.52,2017-01-07,2017-01-05,44.568000000000005,49.52,EXPNCH1216033196,MCKESSON CORPORATION,MA,METHUEN,01844,USA,WALTHAM,MA,02453,BW9,
69.66,2017-01-07,2017-01-05,62.694,69.66,EXPNCH1216033292,MCKESSON CORPORATION,CA,SANTA FE SPRINGS,90670,USA,TORRANCE,CA,90509,AT2,
53.3,2017-01-07,2017-01-05,47.97,53.3,EXPNCH1216033608,MCKESSON CORPORATION,GA,DULUTH,30096,USA,FAYETTEVILLE,GA,30214,BF5,
6.56,2017-01-07,2017-01-05,5.904,6.56,EXPNCH1216034328,MCKESSON CORPORATION,TX,CONROE,77303,USA,ATLANTA,GA,30317,AD6,
286.68,2017-01-07,2017-01-05,258.012,286.68,EXPNCH1216034809,MORRIS & DICKSON CO,LA,SHREVEPORT,71115,USA,HATTIESBURG,MS,39401,AF0,
147.0,2017-01-07,2017-01-05,132.3,147.0,EXPNCH1216034810,MORRIS & DICKSON CO,LA,SHREVEPORT,71115,USA,DALLAS,TX,75235,AP2,
314.64,2017-01-07,2016-12-23,283.176,314.64,EXPNCR1216030284,AMERISOURCEBERGEN DRUG CORP,MA,MANSFIELD,02048,USA,WALTHAM,MA,02451,FW3,
84.28,2017-01-07,2016-12-23,75.852,84.28,EXPNCR1216030793,AMERISOURCEBERGEN DRUG CORPORATION,FL,ORLANDO,32829,USA,NEW PORT RICHEY,FL,34653,BT9,
209.89,2017-01-07,2016-12-23,188.901,209.89,EXPNCR1216030834,ANDA,FL,WESTON,33331,USA,WEATHERFORD,OK,73096,BH4,
76.46,2017-01-07,2016-12-23,68.814,76.46,EXPNCR1216031671,DAKOTA DRUG,ND,MINOT,58703,USA,KENMARE,ND,58746,BK9,
461.04,2017-01-07,2016-12-23,414.936,461.04,EXPNCR1216032094,MCKESSON CORPORATION,CT,ROCKY HILL,06067,USA,MIDDLEBURGH,NY,12122,FM4,
438.25,2017-01-07,2016-12-23,394.425,438.25,EXPNCR1216032676,MCKESSON CORPORATION,OK,OKLAHOMA CITY,73179,USA,CRANE,TX,79731,FC5,
61.38,2017-01-07,2016-12-23,55.242,61.38,EXPNCR1216033423,ROCHESTER DRUG CO-OPERATIVE INC,NY,ROCHESTER,14624,USA,GENEVA,NY,14456,FT5,
158.62,2017-01-07,2016-12-23,142.758,158.62,EXPNCR1216033824,SMITH DRUG COMPANY,SC,SPARTANBURG,29301,USA,WILMINGTON,NC,28412,FC5,
0.0,2017-01-07,2017-01-06,0.0,0.0,EZ56499,DAKOTA DRUG,ND,MINOT,58703,USA,GRAFTON,ND,58237,BK9,
0.0,2017-01-07,2017-01-06,0.0,0.0,EZ56508,DAKOTA DRUG,ND,MINOT,58703,USA,WALHALLA,ND,58282,BW4,
90.0,2017-01-07,2017-01-03,81.0,90.0,EZ56524,DAKOTA DRUG,ND,MINOT,58703,USA,CROSBY,ND,58730,FC5,
65.0,2017-01-07,2017-01-06,58.5,65.0,EZR56079,DAKOTA DRUG,ND,MINOT,58703,USA,SIOUX FALLS,SD,57108,FD4,
0.0,2017-01-07,2017-01-03,0.0,0.0,EZR56118,DAKOTA DRUG,ND,MINOT,58703,USA,FRAZEE,MN,56544,BS5,
219.8,2017-01-07,2017-01-03,197.82,219.8,GB26161116-0025218,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,RIVERTON,IL,62561,BC6,
286.0,2017-01-07,2017-01-03,257.4,286.0,GB26161116-0025225,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,HAMPTON,AR,71744,AH8,
5004.48,2017-01-07,2017-01-03,4504.031999999999,5004.48,GB26161116-0025228,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,COCHRAN,GA,31014,BP4,
242.26,2017-01-07,2017-01-03,218.034,242.26,GB26161116-0025233,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,DANVILLE,VA,24541,FB2,
69.0,2017-01-07,2017-01-03,62.1,69.0,GB26161116-0025250,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,PORT WASHINGTON,NY,11050,BP1,
260.73,2017-01-07,2017-01-03,234.657,260.73,GB26161116-0025278,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,LEXINGTON,SC,29073,FS5,
46.0,2017-01-07,2017-01-03,41.4,46.0,GB26161116-0025279,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,BRIDGEVIEW,IL,60455,FC0,
160.0,2017-01-07,2017-01-03,144.0,160.0,GB26161130-0025355,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,FLORENCE,SC,29501,FL4,
111.2,2017-01-07,2017-01-03,100.08,111.2,GB26161130-0025356,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,KINSTON,NC,28501,AK6,
38.38,2017-01-07,2017-01-03,34.542,38.38,GB26161130-0025374,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,HATTERAS,NC,27943,BB2,
264.04,2017-01-07,2017-01-03,237.636,264.04,GB26161130-0025406,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,SCOTLAND NECK,NC,27874,AM3,
225.6,2017-01-07,2017-01-03,203.04,225.6,GB26161130-0025440,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,DALTON,GA,30721,BA2,
22.65,2017-01-07,2017-01-03,20.385,22.65,JR072116B1116-1267,SMITH DRUG COMPANY,SC,SPARTANBURG,29301,USA,SPARTANBURG,SC,29303,BW7,
0.0,2017-01-07,2017-01-03,0.0,0.0,LAK46448,AMERISOURCEBERGEN DRUG CORP,CA,SACRAMENTO,95834,USA,LAKEPORT,CA,95453,AN9,
96.74,2017-01-07,2017-01-03,87.066,96.74,LC111415B0916-1267,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,LOUISBURG,NC,27549,AH3,
203.49,2017-01-07,2017-01-03,183.141,203.49,LC113015J0916-1267,AUBURN PHARMACEUTICAL,MI,TROY,48083,USA,PASADENA,TX,77504,RA0,
463.31,2017-01-07,2017-01-03,416.979,463.31,LC113015J1116-1267,AUBURN PHARMACEUTICAL,MI,TROY,48083,USA,PASADENA,TX,77504,RA0,
102.76,2017-01-07,2017-01-03,92.48400000000002,102.76,LC120915C0916-1267,AUBURN PHARMACEUTICAL,MI,TROY,48083,USA,PASADENA,TX,77504,RA0,
149.78,2017-01-07,2017-01-03,134.802,149.78,LC120915C1116-1267,AUBURN PHARMACEUTICAL,MI,TROY,48083,USA,PASADENA,TX,77504,RA0,
22.78,2017-01-07,2017-01-04,20.502,22.78,LIE092016CAF019,KINRAY LLC,NY,WHITESTONE,11357,USA,BROOKLYN,NY,11204,BL0,
70.5,2017-01-07,2017-01-03,63.45,70.5,LS111516A1267,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,LEBANON,VA,24266,AM8,
2707.41,2017-01-07,2017-01-06,2436.669,2707.41,MAC11726,MCKESSON CORPORATION,IL,DANVILLE,61834,USA,CLEVELAND,OH,44130,AM9,
16.0,2017-01-07,2017-01-03,14.4,16.0,MB2252AU,KINRAY LLC,NY,WHITESTONE,11357,USA,BRONX,NY,10467,FA1,
1.58,2017-01-07,2017-01-03,1.4220000000000002,1.58,MCHN1216,VALUE DRUG COMPANY,PA,DUNCANSVILLE,16635,USA,SAXTON,PA,16678,AM9,
0.0,2017-01-07,2017-01-05,0.0,0.0,MRUN1611,ROCHESTER DRUG CO-OPERATIVE INC,NY,ROCHESTER,14624,USA,MEADVILLE,PA,16335,FM0,
82175.73,2017-01-07,2017-01-06,73958.15699999998,82175.73,NPRRM16112459,MCKESSON CORPORATION,NE,LA VISTA,68128,USA,LA VISTA,NE,68128,PM0,
139.02,2017-01-07,2017-01-03,125.118,139.02,ORX-1116-2031,MCKESSON CORPORATION,CA,SANTA FE SPRINGS,90670,USA,MENIFEE,CA,92584,BR9,
3544.56,2017-01-07,2017-01-04,3190.104,3544.56,ORX-1116-236,CARDINAL HEALTH,CA,VALENCIA,91355,USA,ANAHEIM,CA,92804,BA6,
119.7,2017-01-07,2017-01-03,107.73,119.7,ORX1R-1116-1050,AMERISOURCEBERGEN DRUG CORP,CA,VALENCIA,91355,USA,N HOLLYWOOD,CA,91607,BR3,
1612.23,2017-01-07,2017-01-04,1451.007,1612.23,PLG07126332102153,KINRAY LLC,NY,WHITESTONE,11357,USA,MARCY,NY,13403,PN0,
106.5,2017-01-07,2017-01-03,95.85,106.5,PLK1036766-1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,EDEN PRAIRIE,MN,55344,RE0,
25.4,2017-01-07,2017-01-03,22.86,25.4,PLK1036871-1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,EDEN PRAIRIE,MN,55344,RE0,
46.5,2017-01-07,2017-01-03,41.85,46.5,PLK1036945-1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,EDEN PRAIRIE,MN,55344,RE0,
131.1,2017-01-07,2017-01-03,117.99,131.1,PLK1036972-1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,EDEN PRAIRIE,MN,55344,RE0,
15.0,2017-01-07,2017-01-03,13.5,15.0,PLK1037000-1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,EDEN PRAIRIE,MN,55344,RE0,
750.32,2017-01-07,2017-01-03,675.288,750.32,PLK1037059-1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,HOUSTON,TX,77055,FB2,
214.5,2017-01-07,2017-01-03,193.05,214.5,PLK1037060 - 1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,EDEN PRAIRIE,MN,55344,RE0,
611.76,2017-01-07,2017-01-03,550.584,611.76,PLK1037076-1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,EDEN PRAIRIE,MN,55344,RE0,
1606.03,2017-01-07,2017-01-03,1445.427,1606.03,PLK1037080 - 1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,EDEN PRAIRIE,MN,55344,RE0,
12.18,2017-01-07,2017-01-03,10.962,12.18,PLK1037093-1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,EDEN PRAIRIE,MN,55344,RE0,
38.03,2017-01-07,2017-01-03,34.227000000000004,38.03,PLK1037199 - 1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,EDEN PRAIRIE,MN,55344,RE0,
30.7,2017-01-07,2017-01-03,27.63,30.7,PLK1037209-1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,ATLANTA,GA,30345,FE3,
418.42,2017-01-07,2017-01-03,376.578,418.42,PLK1037210-1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,EDEN PRAIRIE,MN,55344,RE0,
237.36,2017-01-07,2017-01-03,213.624,237.36,PLK1037233 - 1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,EDEN PRAIRIE,MN,55344,RE0,
69.41,2017-01-07,2017-01-03,62.469,69.41,PLK1037298 - 1267,AMERISOURCEBERGEN DRUG CORP,MN,EDEN PRAIRIE,55344,USA,EDEN PRAIRIE,MN,55344,RE0,
